playerName,Team,OverallRating,playerImg,TeamImg,FlagImg,Nation,Pace,Shooting,Passing,Dribbling,Defending,Physicality
João Cancelo,FC Barcelona,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p210514.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,814,73,85,841,801,721
Jack Grealish,Manchester City,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p206517.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,76,76,841,881,537,734
David Alaba,Real Madrid,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p197445.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,79,71,83,80,85,77
Alessandro Bastoni,Inter,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p237383.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,73,35,723,732,86,831
Ona Batlle,FC Barcelona,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253436.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5fXB2Aw8Wo3yHNmBwOdoKw/0b7e94d8a744acc701bdcd733783eb93/116325.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,79,50,78,79,80,71
Hakan Çalhanoğlu,Inter,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208128.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/1ySnbOdpioMQcxuDCCSktU/a77b2136ae4a635a6eae9888e1af1aa1/f_48.png,Turkey,67,80,861,851,702,662
Kingsley Coman,FC Bayern München,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p213345.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,893,761,79,87,30,62
Giovanni Di Lorenzo,Napoli FC,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p217870.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,85,671,752,792,824,822
Phil Foden,Manchester City,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p237692.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,811,791,821,88,571,60
Leon Goretzka,FC Bayern München,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p209658.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,78,811,811,83,801,86
Ciro Immobile,Latium,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192387.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,85,87,68,782,39,741
Jules Koundé,FC Barcelona,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241486.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,84,45,684,751,861,802
Katie McCabe,Arsenal,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265239.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/7wqrccWa5P7Dvwfm6zOMyI/7e34fe9c41e745f4073536114165a2e8/f_25.png,Republic of Ireland,80,74,80,80,81,82
Keylor Navas,Paris SG,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p193041.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/13x8j7DlDvKgx9xWGoFoEy/bc3fdbcf581b14ba536bc3062d706d37/f_72.png,Costa Rica,845,804,75,872,54,843
Asisat Oshoala,FC Barcelona,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246629.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5fXB2Aw8Wo3yHNmBwOdoKw/0b7e94d8a744acc701bdcd733783eb93/116325.png,https://images.ctfassets.net/rs6bgs1g8dbr/295ony5xEfG2G4YAB0W9mW/3a27c0494c7df2afeb1fa42963186f7d/f_133.png,Nigeria,91,84,78,85,50,85
Thomas Partey,Arsenal,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p209989.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/7bOw3RGC5zuBRuwBdtvKqA/f562a35268cb7c3a13170add160fffe7/f_117.png,Ghana,683,71,821,80,811,821
Declan Rice,Arsenal,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p234378.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,71,651,751,771,831,83
Antonio Rüdiger,Real Madrid,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p205452.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,82,541,71,661,842,861
Khadija Shaw,Manchester City,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246219.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1jvffbZxBKNqAaDMGf80Rm/e9c1794885ea8e5a7dfd33e493fa0617/116017.png,https://images.ctfassets.net/rs6bgs1g8dbr/6LflTvZP7TtIv0eiPx92Pw/adda0334d04c23f74acf468fe445b43e/f_82.png,Jamaica,69,85,69,75,30,85
Rodrygo,Real Madrid,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p243812.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,88,815,795,862,311,626
John Stones,Manchester City,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p203574.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,72,521,754,772,851,77
Keira Walsh,FC Barcelona,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p242830.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5fXB2Aw8Wo3yHNmBwOdoKw/0b7e94d8a744acc701bdcd733783eb93/116325.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,64,46,81,79,79,75
Leah Williamson,Arsenal,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246426.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,75,45,73,72,86,76
Manuela Zinsberger,Arsenal,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265242.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,86,77,79,87,46,86
Julian Brandt,Borussia Dortmund,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p212194.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,714,802,842,861,513,705
Linda Dallmann,FC Bayern München,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239345.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3ujYoAxLD1NXbkS5aAun26/7381ac721e2c34bfb5d41112c86fb357/115995.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,77,77,79,86,46,61
Rodrigo Javier De Paul,Atlético de Madrid,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p212616.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,78,77,83,82,75,832
Memphis Depay,Atlético de Madrid,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p202556.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,821,822,811,851,30,801
Raphinha,FC Barcelona,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233419.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,91,79,781,861,533,73
Gabriel,Arsenal,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p232580.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,702,415,622,602,852,822
Paulina Dudek,Paris SG,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264884.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4r9goBnTm93zsfgczNg8tb/73db81a08853283600ce3a2fd8468b41/116034.png,https://images.ctfassets.net/rs6bgs1g8dbr/KLzBJsJ0eQPZm4hVsZFgc/1a1b9891525684b366053c13c6c87487/f_37.png,Poland,64,46,64,68,88,76
Gabriel Jesus,Arsenal,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p230666.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,831,82,751,882,40,773
Caitlin Foord,Arsenal,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p227110.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/1DUNR4ygnFYaycexVQIhI7/15aba36ba876956c8bc7529a36fc4fe6/f_195.png,Australia,86,77,80,83,45,70
Serge Gnabry,FC Bayern München,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p206113.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,811,84,781,841,43,681
Péter Gulácsi,RB Leipzig,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p185122.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/1UhlxXb91m3RCvuMXGGxjQ/ab14c408f39056b9573d19f854f9078e/f_23.png,Hungary,85,84,76,841,43,83
Achraf Hakimi,Paris SG,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235212.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/4kTHwfowcZeRRz76jN9tVp/1fc175d30b183bea985d1d3e728a6750/f_129.png,Morocco,92,75,801,80,75,78
Pernille Harder,FC Bayern München,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p259287.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3ujYoAxLD1NXbkS5aAun26/7381ac721e2c34bfb5d41112c86fb357/115995.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,81,78,81,87,27,77
Lucas Hernández,Paris SG,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p220814.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,761,54,70,701,84,782
Amanda Ilestedt,Arsenal,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226979.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/7vUEmhKkNiLDphHke6I06M/8f6b05ca7c6dea978d19a05d56dfc708/f_46.png,Sweden,68,42,65,63,87,78
Chloe Kelly,Manchester City,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p257001.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1jvffbZxBKNqAaDMGf80Rm/e9c1794885ea8e5a7dfd33e493fa0617/116017.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,88,77,85,85,43,67
Kim Min Jae,FC Bayern München,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p237086.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/3IcFm1ClLrc9g38tLxzRq/b483ff34617754ee59cb514ef3094836/f_167.png,Korea Republic,80,33,581,642,856,84
Randal Kolo Muani,Paris SG,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p237679.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,917,786,7310,866,38,675
Marcos Llorente,Atlético de Madrid,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226161.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,891,781,792,802,78,81
Stanislav Lobotka,Napoli FC,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216435.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/2rtg33fAnT1KbKCUHlkb5w/07e8ba36c7e290d8b4d68e797d35c614/f_43.png,Slovakia,71,702,812,832,774,755
Lieke Martens,Paris SG,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233748.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4r9goBnTm93zsfgczNg8tb/73db81a08853283600ce3a2fd8468b41/116034.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,77,84,83,87,44,71
Gabriel Martinelli,Arsenal,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251566.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,892,787,768,866,461,724
Mikel Merino,Real Sociedad,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p225193.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,721,78,821,82,831,821
Thomas Müller,FC Bayern München,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p189596.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,5910,822,83,791,551,692
Aaron Ramsdale,Arsenal,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233934.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,841,792,872,862,48,813
Álex Remiro,Real Sociedad,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p227127.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,841,782,801,862,42,861
Koke,Atlético de Madrid,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p193747.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,691,72,851,79,791,781
Luis Alberto,Latium,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p198706.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,6915,772,851,841,625,581
Alessia Russo,Arsenal,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p258980.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,82,82,68,84,39,72
Leroy Sané,FC Bayern München,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p222492.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,913,81,80,85,38,682
Milan Škriniar,Paris SG,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p232363.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/2rtg33fAnT1KbKCUHlkb5w/07e8ba36c7e290d8b4d68e797d35c614/f_43.png,Slovakia,78,41,57,672,862,833
Yann Sommer,Inter,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p177683.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/2s8MRlpVLTi9FNURVrPJZA/a14dfe4369d30b6ed61dbce95b7892ff/f_47.png,Switzerland,78,792,831,90,50,842
Georgia Stanway,FC Bayern München,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p243404.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3ujYoAxLD1NXbkS5aAun26/7381ac721e2c34bfb5d41112c86fb357/115995.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,80,79,80,85,76,75
