playerName_x,playerPrice,playerPos,playerClub,playerImg_x,TotalPoints,Goals,Assists,BallsRecov,match_name,score,playerName_y,Team,OverallRating,playerImgy,TeamImg,FlagImg,Nation,Pace,Shooting,Passing,Dribbling,Defending,Physicality
W. Saliba,5.5,DEF,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250127439.jpg?v=4.07,31,0,0,30,Saúl,90,Saúl,Atlético de Madrid,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208421.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,69,76,761,781,771,751
Marquinhos,5.5,DEF,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250064064.jpg?v=4.07,25,0,1,31,Marquinhos,100,Marquinhos,Paris SG,87,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p207865.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,781,56,75,74,89,80
A. Witsel,5.5,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/103335.jpg?v=4.07,25,0,0,34,Axel Witsel,82,Axel Witsel,Atlético de Madrid,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p177413.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Belgium,351,63,772,75,791,74
A. Rüdiger,5.5,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250028211.jpg?v=4.07,23,0,0,26,Antonio Rüdiger,86,Antonio Rüdiger,Real Madrid,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p205452.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,82,541,71,661,842,861
Rúben Dias,5.5,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250058220.jpg?v=4.07,22,0,1,34,Rúben Dias,100,Rúben Dias,Manchester City,89,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239818.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,621,39,66,691,891,871
A. Bastoni,5.5,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250091199.jpg?v=4.07,20,0,0,17,Alessandro Bastoni,86,Alessandro Bastoni,Inter,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p237383.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,73,35,723,732,86,831
S. Lobotka,5.5,MID,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250055982.jpg?v=4.07,19,0,0,23,Stanislav Lobotka,86,Stanislav Lobotka,Napoli FC,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216435.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/2rtg33fAnT1KbKCUHlkb5w/07e8ba36c7e290d8b4d68e797d35c614/f_43.png,Slovakia,71,702,812,832,774,755
M. Tel,5.5,FWD,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250140936.jpg?v=4.07,19,2,1,3,Mathys Tel,86,Mathys Tel,FC Bayern München,71,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p268421.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,761,7311,623,755,26,602
M. Sabitzer,5.5,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250024349.jpg?v=4.07,18,0,2,9,Marcel Sabitzer,85,Marcel Sabitzer,Borussia Dortmund,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p204923.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,693,81,801,801,726,751
Saúl Ñíguez,5.5,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250017725.jpg?v=4.07,18,1,0,18,Saúl,90,Saúl,Atlético de Madrid,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208421.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,69,76,761,781,771,751
M. Ter Stegen,5.5,GK,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250007631.jpg?v=4.07,18,0,0,0,Marc-André ter Stegen,86,Marc-André ter Stegen,FC Barcelona,89,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192448.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,86,85,892,911,47,861
M. Vecino,5.5,MID,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250086300.jpg?v=4.07,18,1,0,13,Matías Vecino,82,Matías Vecino,Latium,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p219985.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/4fGYxsJVNmxNUml4L5DpGb/6ae8147d2d002a8a3db6a6100e58dd6d/f_60.png,Uruguay,602,721,74,76,772,815
Diogo Costa,5.5,GK,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250076675.jpg?v=4.07,17,0,0,0,Diogo Costa,100,Diogo Costa,FC Porto,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p234577.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,804,772,807,863,353,802
J. Gvardiol,5.5,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250127284.jpg?v=4.07,17,0,1,21,Joško Gvardiol,85,Joško Gvardiol,Manchester City,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251517.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/14fF2K15SAGhgRD8gv1hCs/4115961b1636a5aacb8b8ff0057e0688/f_10.png,Croatia,784,54,69,74,822,83
Ronald Araújo,5.5,DEF,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134170.jpg?v=4.07,17,0,0,23,Ronald Araujo,96,Ronald Araujo,FC Barcelona,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253163.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/4fGYxsJVNmxNUml4L5DpGb/6ae8147d2d002a8a3db6a6100e58dd6d/f_60.png,Uruguay,792,51,65,621,863,841
B. White,5.5,DEF,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250156002.jpg?v=4.07,17,0,0,11,Benjamin White,86,Benjamin White,Arsenal,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231936.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,722,301,703,742,821,771
K. Laimer,5.5,MID,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250065413.jpg?v=4.07,16,0,0,26,Konrad Laimer,82,Konrad Laimer,FC Bayern München,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p225375.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,804,691,771,781,81,791
J. Schouten,5.5,MID,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250172787.jpg?v=4.07,16,0,0,23,Jerdy Schouten,85,Jerdy Schouten,PSV,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235149.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,602,561,671,742,741,68
M. Ugarte,5.5,MID,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250161762.jpg?v=4.07,16,0,0,20,Manuel Ugarte,82,Manuel Ugarte,Paris SG,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253306.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/4fGYxsJVNmxNUml4L5DpGb/6ae8147d2d002a8a3db6a6100e58dd6d/f_60.png,Uruguay,72,641,732,77,774,804
D. Alaba,5.5,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1906540.jpg?v=4.07,15,0,1,16,Sabrina D'Angelo,86,Sabrina D'Angelo,Arsenal,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235593.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/47dRsBymvMr3YATwWSnlhV/672e421a8434492fca2ee84bd02f570e/f_70.png,Canada,74,76,75,76,46,74
Salih Özcan,5.5,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081693.jpg?v=4.07,14,0,0,18,Salih Özcan,100,Salih Özcan,Borussia Dortmund,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235407.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1ySnbOdpioMQcxuDCCSktU/a77b2136ae4a635a6eae9888e1af1aa1/f_48.png,Turkey,752,62,711,761,76,81
B. Pavard,5.5,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081921.jpg?v=4.07,13,0,0,11,Benjamin Pavard,86,Benjamin Pavard,Inter,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226851.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,704,627,731,721,854,78
Pablo Barrios,5.5,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250139036.jpg?v=4.07,13,1,1,6,Pablo Barrios,100,Pablo Barrios,Atlético de Madrid,73,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p272449.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,76,68,69,72,68,60
K. Walker,5.5,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250010259.jpg?v=4.07,13,0,0,16,Kyle Walker,82,Kyle Walker,Manchester City,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p188377.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,901,63,77,78,791,811
N. Mazraoui,5.5,DEF,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250075995.jpg?v=4.07,12,0,0,20,Noussair Mazraoui,86,Noussair Mazraoui,FC Bayern München,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p236401.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/4kTHwfowcZeRRz76jN9tVp/1fc175d30b183bea985d1d3e728a6750/f_129.png,Morocco,795,66,77,831,771,74
M. De Ligt,5.5,DEF,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081554.jpg?v=4.07,3,0,0,5,Kevin De Bruyne,86,Kevin De Bruyne,Manchester City,91,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192985.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Belgium,722,88,941,87,651,781
A. Cornelius,5.5,FWD,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250041664.jpg?v=4.07,1,0,0,0,Andreas Cornelius,86,Andreas Cornelius,F.C. København,73,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p201943.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,651,733,601,621,342,811
A. Zerbin,5.5,FWD,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112609.jpg?v=4.07,0,0,0,0,Alessio Zerbin,86,Alessio Zerbin,Napoli FC,71,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p237669.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,733,67,67,74,36,65
Arda Güler,5.5,MID,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250161881.jpg?v=4.07,0,0,0,0,Arda Güler,100,Arda Güler,Real Madrid,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264309.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/1ySnbOdpioMQcxuDCCSktU/a77b2136ae4a635a6eae9888e1af1aa1/f_48.png,Turkey,72,70,80,81,52,50
Éder Militão,5.5,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250121965.jpg?v=4.07,0,0,0,0,Éder Militão,100,Éder Militão,Real Madrid,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p240130.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,851,50,691,711,861,82
Nuno Mendes,5.5,DEF,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250136465.jpg?v=4.07,0,0,0,0,Nuno Mendes,100,Nuno Mendes,Paris SG,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p252145.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,89,581,752,802,773,763
M. Hermoso,5.4,DEF,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250063940.jpg?v=4.07,28,1,0,22,Mario Hermoso,84,Mario Hermoso,Atlético de Madrid,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p229668.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,75,49,741,71,821,791
M. Guendouzi,5.4,MID,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250122927.jpg?v=4.07,13,0,1,16,Mattéo Guendouzi,86,Mattéo Guendouzi,Latium,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p236496.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,741,693,781,781,743,811
D. Dumfries,5.4,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112690.jpg?v=4.07,13,0,1,6,Denzel Dumfries,85,Denzel Dumfries,Inter,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233096.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,83,63,70,73,78,89
A. Tchouameni,5.4,MID,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250105244.jpg?v=4.07,7,0,0,12,Aurélien Tchouaméni,73,Aurélien Tchouaméni,Real Madrid,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241637.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,733,691,79,78,81,811
W. Zaïre-Emery,5.3,MID,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250153849.jpg?v=4.07,35,1,3,17,Warren Zaïre-Emery,86,Warren Zaïre-Emery,Paris SG,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p270673.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,75,62,71,75,69,71
K. Kampl,5.3,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250014636.jpg?v=4.07,19,0,2,12,Kevin Kampl,79,Kevin Kampl,RB Leipzig,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p195365.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/29GBdG097LzE0BZ6AvKmQq/e2c75531658f4ca40974e596e478bbaf/f_44.png,Slovenia,654,66,801,812,642,611
F. Dimarco,5.3,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250056189.jpg?v=4.07,16,0,0,7,Federico Dimarco,86,Federico Dimarco,Inter,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226268.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,793,716,804,794,74,712
Jorginho,5.3,MID,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250067749.jpg?v=4.07,15,1,0,10,Jorginho,100,Jorginho,Arsenal,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p205498.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,531,67,842,81,741,73
J. Bynoe-Gittens,5.3,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250153402.jpg?v=4.07,13,1,0,2,Jamie Bynoe-Gittens,88,Jamie Bynoe-Gittens,Borussia Dortmund,71,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p266032.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,886,591,582,805,24,521
F. Mendy,5.3,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112803.jpg?v=4.07,11,0,0,10,Ferland Mendy,86,Ferland Mendy,Real Madrid,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p228618.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,92,64,761,771,771,862
A. Zakharyan,5.3,MID,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250129880.jpg?v=4.07,9,0,0,7,Henrikh Mkhitaryan,62,Henrikh Mkhitaryan,Inter,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192883.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/5eCsdRmotFJLJo811f0Off/6c5b2672b6a25c9aaeea6c53d6f538c5/f_3.png,Armenia,784,79,791,83,56,72
